id,page_no,maker,title,recall_id,ctype,maker_detail,car_name,car_name_full,생산기간,시정기간,대상수량,장치분류,결함내용,시정방법,기타문의
1064,364,기아,스팅어 - 연료 펌프 관련 리콜,3614,O,기아 주식회사,스팅어 (CK),스팅어 (CK),2020-05-11 ~ 2020-07-16,2020-09-24 ~ 2022-03-23,376 대,연료장치,"메인 연료 탱크의 연료펌프 내부 부품(제트노즐 하우징) 제조 불량으로 보조 연료 탱크에서 메인 연료 탱크로 연료 공급이 되지 않을 수 있으며, 이런 경우 보조 연료 탱크에는 연료가 있어 계기판에는 연료가 남아 있는 것으로 표시되나 메인 연료탱크에는 연료가 없어 주행 중 시동 꺼짐이 발생할 수 있는 가능성에 따른 리콜",연료 펌프 점검 후 연료 펌프 내부 부품 (제트노즐 하우징) 교환,기아자동차 대표번호 080-200-2000
1065,366,현대,GV80 - 고압펌프 관련 리콜,3605,O,현대자동차(주),GV80 (JX1),GV80 (JX1),2019-12-31 ~ 2020-09-08,2020-09-17 ~,"8,783 대",원동기(엔진),고압펌프 가공 시 발생된 바(burr)로 인해 구동부 마모 및 연료 압력 형성 불량 발생 시 연료 공급이 안되어 시동이 꺼질 수 있는 가능성에 따른 리콜,연료탱크 점검 후 필요 시 고압펌프 관련 부품 등 교환 조치,제네시스 고객센터 080-700-6000
1066,366,비엠더블유,이륜차 BMW G310R 등 4차종 - 브레이크 캘리퍼 관련 리콜,3501,O,비엠더블유코리아(주),"BMW G310R, BMW G310GS, BMW C400GT, BMW C400X","BMW G310R, BMW G310GS, BMW C400GT, BMW C400X",2017-02-18 ~ 2019-11-19,2020-09-15 ~,"1,405 대",제동장치,"수 있으며, 극히 드문 경우 피스톤의 고착으로 제동 기능을 상실 할 수 있는 가능성에 따른 리콜
<*대상차량별 생산일자>
BMW G310R: 2017.02.18~2019.11.19
BMW G310GS: 2017.09.12~2018.07.17
BMW C400GT: 2018.10.05~ 019.09.17
BMW C400X: 2018.07.25~2019.06.14",개선된 브레이크 캘리퍼로 교체,비엠더블유 모토라드 080-269-5005
1067,366,볼보,XC60 - 와이퍼 암 고정 너트 관련 리콜,3603,O,(주)볼보자동차코리아,XC60,XC60,2017-05-15 ~ 2020-04-21,2020-09-14 ~,"7,755 대",시계확보장치,"조립 공정상의 오류로 인해 와이퍼 암을 고정하는 너트가 잘못된 조임 토크 값으로 고정되어 와이퍼 작동 시 소음이 발생할 수 있으며, 눈이나 비가 오는 상황에서 와이퍼의 기능이 저하되어 시야가 제대로 확보되지 않을 수 있는 가능성에 따른 리콜",와이퍼 암을 고정하는 너트를 올바른 조임 토크 값으로 더 세게 조여주는 조치 시행,볼보코리아 대표번호 1588-1777
1068,367,현대,포터II - 전자제어장치(ECU) 관련 리콜,3607,O,현대자동차(주),포터II(HR PE2),포터II(HR PE2),2019-08-27 ~ 2020-06-22,2020-09-11 ~,"71,018 대",원동기(엔진),ECU 소프트웨어 오류로 요소수 경고 기능은 정상 작동되나 재시동을 할 경우 잔여주행거리 표시가 안될 수 있으며 지속 운행 시 차량의 요소수 시스템에 문제가 발생 될 수 있는 가능성에 따른 리콜,소프트웨어 업그레이드,현대자동차 고객센터 080-600-6000
1069,367,현대,GV80 - 전자제어장치(ECU) 관련 리콜,3606,O,현대자동차(주),GV80(JX1),GV80(JX1),2019-12-31 ~ 2020-06-02,2020-09-11 ~,"8,035 대",원동기(엔진),ECU 소프트웨어 오류로 요소수 경고 기능은 정상 작동되나 재시동을 할 경우 잔여주행거리 표시가 안될 수 있으며 지속 운행 시 차량의 요소수 시스템에 문제가 발생 될 수 있는 가능성에 따른 리콜,소프트웨어 업그레이드,제네시스 고객센터 080-700-6000
1070,367,볼보,S60 등 7차종 - EGR 냉각수 라인 관련 리콜,3601,O,(주)볼보자동차코리아,"S60, S60CC, S80, V60, V60CC, XC60, XC70","S60, S60CC, S80, V60, V60CC, XC60, XC70",2013-11-19 ~ 2016-10-14,2020-09-04 ~,"2,548 대",배기장치,"반온열 EGR 냉각수 라인을 장착한 차량에서의 냉각수 교체 주입 시, 전용 냉각수 주입 공구를 사용하지 않거나 불량인 전용 냉각수 주입 공구를 사용할 경우 냉각 시스템 내로 공기가 유입될 수 있고, 교체된 반온열 EGR 냉각수 라인의 특성으로 인해 유입된 공기가 빠져나가지 않게 되어 엔진 냉각 성능이 떨어져 엔진이 과열될 수 있으며, 증상이 매우 심각한 경우에는 엔진룸 안에서 국지적인 화재가 발생될 수 있는 가능성에 따른 리콜
<*대상차량별 생산일자>
S60: 2013.11.29~2016.10.05
S60CC: 2015.07.18~2016.04.18
S80: 2013.11.20~2016.04.07
V60: 2013.11.19~2016.10.14
V60CC: 2015.05.23~2016.10.03
XC60: 2013.12.10~2016.10.03
XC70: 2013.11.19~2016.04.20",냉각수 블리더 호스를 추가로 장착하여 냉각 시스템으로 유입된 공기가 빠져나갈 수 있도록 만드는 조치 시행,볼보자동차코리아 대표번호 1588-1777
1071,367,기아,K5 등 2차종 - ESC 모듈 관련 리콜,3600,O,기아 주식회사,"K5 (DL3), 쏘렌토 (MQ4)","K5 (DL3), 쏘렌토 (MQ4)",2019-11-18 ~ 2020-07-29,2020-09-04 ~ 2022-03-03,"23,522 대",전기장치,"원격 스마트 주차 보조 기능(RSPA) 장치 작동 후 ESC 모듈 내부 신호 처리 오류로 제동이 되지 않을 수 있는 가능성에 따른 리콜
<*대상차량별 생산일자>
K5 (DL3): 2019.11.18~2020.07.29
쏘렌토 (MQ4): 2020.02.26~2020.07.16",ESC 모듈 소프트웨어 업데이트,기아자동차 대표번호 080-200-2000
1072,368,비엠더블유,BMW X3 M 등 2차종 - OBD 소프트웨어 관련 리콜,3599,O,비엠더블유코리아(주),"BMW X3 M, BMW X4 M","BMW X3 M, BMW X4 M",2019-04-17 ~ 2020-03-22,2020-09-04 ~,283 대,원동기(엔진),"On Bord Diagnosis 기능에 오류로 OBD 소프트웨어 관련 수정이 필요함에 따른 리콜
<*대상차량별 생산일자는 상이할 수 있으므로 자세한 사항은 제작사 고객센터로 문의주시기 바랍니다.>",엔진컨트롤유닛의 프로그램을 업데이트,비엠더블유 리콜 전담 센터 080-700-8000
1073,368,현대,싼타페 - ESC 모듈 관련 리콜,3598,O,현대자동차(주),싼타페(TM PE),싼타페(TM PE),2020-06-17 ~ 2020-08-21,2020-09-04 ~,"2,097 대",전기장치,원격 스마트 주차 보조 기능 (RSPA) 작동 후 ESC 모듈 내부 신호 처리 오류로 간헐적으로 제동이 되지 않을 수 있는 가능성에 따른 리콜,ESC 모듈 소프트웨어 업그레이드,현대자동차 대표번호 080-600-6000
1074,369,벤츠,E 220 d 등 10차종 - 전기 버스바 관련 리콜,3594,O,메르세데스벤츠코리아(주),"E 220 d, E 220 d 4MATIC, E 300 d, E 400 d 4MATIC, E 350 d, E 220 d Wagon,E 220 d Coupe, E 220 d Cabriolet, CLS 300 d Coupe, CLS 400 d 4MATIC","E 220 d, E 220 d 4MATIC, E 300 d, E 400 d 4MATIC, E 350 d, E 220 d Wagon,E 220 d Coupe, E 220 d Cabriolet, CLS 300 d Coupe, CLS 400 d 4MATIC",2015-12-22 ~ 2019-09-10,2020-08-28 ~,"43,757 대",전기장치,"전기 버스바는 전면 유리 배수관의 하부에 장착되어 있기 때문에 빗물이 배수될 시 전기 버스바에 빗물이 유입될 수 있으며, 이로인해 전기 버스바내의 12V 전원 공급 라인과 접지선에 부식이 발생되는 경우 합선이 될 수 있고, 전기 버스바의 플라스틱 재료에 고온의 열이 발생됨으로 인해 화재로 이어질 수 있는 가능성이 있음, 그리고 전기 버스바에 연결된 스타터가 손상된 경우 초기 시동이 불가할 수 있는 가능성에 따른 리콜
<*대상차량별 생산일자>
E 220 d: 2015.12.23~2019.07.22
E 220 d 4MATIC: 2016.09.21~2019.07.19
E 300 d: 2018.05.03~2018.06.05
E 400 d 4MATIC: 2018.05.02
E 350 d: 2015.12.22~2017.08.23
E 220 d Wagon: 2016.02.29
E 220 d Coupe: 2016.11.09~2019.09.10
E 220 d Cabriolet: 2017.04.12~2019.09.10
CLS 300 d Coupe: 2018.02.20~2019.09.10
CLS 400 d 4MATIC: 2017.11.13~2019.07.31",전기 버스바 점검 및 필요 시 별도 전선 설치,벤츠코리아 대표번호 080-001-1886
1075,369,벤츠,C 200 등 3차종 - 터보차저 오일호스 관련 리콜,3593,O,메르세데스벤츠코리아(주),"C 200, E 350 4MATIC, GLC 300 4MATIC","C 200, E 350 4MATIC, GLC 300 4MATIC",2019-04-25 ~ 2020-03-16,2020-08-28 ~,40 대,원동기(엔진),"생산 공정상 오류로 인하여 터보차저 오일 공급 및 리턴 호스가 정확하게 장착되지 않아 터보 차저 오일 호스에서 오일이 누유될 수 있으며, 이로인해 누유된 오일이 고온 부품과 접촉 시 화재가 발생할 수 있는 가능성에 따른 리콜
<*대상차량별 생산일자>
C 200: 2019.06.13
E 350 4MATIC: 2019.04.25~2020.03.16
GLC 300 4MATIC: 2019.11.14~2020.01.17
GLC 300 4MATIC: 2019.10.09~2020.01.15",터보차저 오일호스 장착부 재조임,벤츠코리아 대표번호 080-001-1886
1076,369,벤츠,C 200 등 21차종 - 안전벨트 경고장치 관련 리콜,3592,O,메르세데스벤츠코리아(주),"C 200,  C 200 Cabriolet, C 220 d, C 220 d 4MATIC, C 220 d 4MATIC Coupe,  CLS 300 d, E 200, E 220 D, E 220 D Coupe, E 220 D Cabriolet, E 220 D 4MATIC, E 300, E 300 4MATIC, E 300 e, E 400, E 400 4MATIC, S 350, S 350 d 4MATIC, S 400 D 4MATIC, S 450 4MATIC, S","C 200,  C 200 Cabriolet, C 220 d, C 220 d 4MATIC, C 220 d 4MATIC Coupe,  CLS 300 d, E 200, E 220 D, E 220 D Coupe, E 220 D Cabriolet, E 220 D 4MATIC, E 300, E 300 4MATIC, E 300 e, E 400, E 400 4MATIC, S 350, S 350 d 4MATIC, S 400 D 4MATIC, S 450 4MATIC, S 560 4MATIC",2015-12-22 ~ 2019-09-10,2020-08-28 ~,128 대,승차 및 실내장치,"서비스센터에서 계기반 교체 후 소프트웨어의 오류로 인해 차량의 안전벨트 경고등이 사양에 맞지 않아 운전자 또는 조수석 승객이 안전벨트를 착용하지 않은 경우, 계기반의 점멸 경고등 및 경고음이 작동하지 않을 수 있으며, 이로인해 안전벨트 미착용을 인지하지 못할 수 있어 충돌 시 부상의 위험이 증가될 수 있음. 이는 자동차 및 자동차부품의 성능과 기준에 관한 규칙 제27조를 만족시키미 못할 수 있음
<*대상차량별 생산일자>
C 200: 2019.03.20
C 200 Cabriolet: 2018.12.112019.05.13
C 220 d: 2018.08.222019.06.11
C 220 d 4MATIC: 2018.09.042018.11.19
C 220 d 4MATIC Coupe: 2018.10.092019.04.10
CLS 300 d: 2019.06.03
E 200: 2016.08.162018.01.09
E 220 D: 2016.04.012019.05.29
E 220 D Coupe: 2018.06.122019.02.09
E 220 D Cabriolet: 2017.09.122019.05.28
E 220 D 4MATIC: 2016.12.202018.09.27
E 300: 2016.11.152019.07.02
E 300 4MATIC: 2017.04.132019.05.03
E 300 e: 2019.04.032019.04.05
E 400: 2017.08.16
E 400 4MATIC: 2016.12.142017.03.03
S 350: 2018.10.112018.11.10
S 350 d 4MATIC: 2017.08.032019.03.29
S 400 D 4MATIC: 2017.09.17
S 450 4MATIC: 2017.12.062019.05.13
S 560 4MATIC: 2018.04.262019.05.20",계기반 컨트롤 유닛 소프트웨어 업데이트,벤츠코리아 대표번호 080-001-1886
1077,369,벤츠,C 220 d 등 39차종 - SOS 비상전화시스템 관련 리콜,3591,O,메르세데스벤츠코리아(주),"C 220 d, C 220 d 4MATIC, C 250 d 4MATIC, C 200 d,  C 200, C 200 4MATIC, AMG C 43 4MATIC, C 200 Coupe, AMG C 63, AMG C 63 S, C 200 Cabriolet, AMG C 43 4MATIC, AMG C 63, E 220 D, E 220 D 4MATIC, E 200, E 300, E 300 4MATIC, AMG E 43 4MATIC, E 400 4MATIC, AMG","C 220 d, C 220 d 4MATIC, C 250 d 4MATIC, C 200 d,  C 200, C 200 4MATIC, AMG C 43 4MATIC, C 200 Coupe, AMG C 63, AMG C 63 S, C 200 Cabriolet, AMG C 43 4MATIC, AMG C 63, E 220 D, E 220 D 4MATIC, E 200, E 300, E 300 4MATIC, AMG E 43 4MATIC, E 400 4MATIC, AMG E 63 4MATIC+, S 350 D, S 350 d 4MATIC, S 400 D 4MATIC, S 450 4MATIC, S 450 L, S 560 4MATIC, AMG S 63 4MATIC+, MAYBACH S 560 4MATIC, E 220 D, E 400 4MATIC, GLC 220 d 4MATIC, GLC 250 d 4MATIC, AMG GLC 43 4MATIC, GLC 220 d 4MATIC, GLC 250 d 4MATIC, GLC 350 e 4MATIC,AMG GLC 43 4MATIC, CLS 400 d 4MATIC",2017-03-28 ~ 2018-04-13,2020-08-28 ~,428 대,기타장치,"SOS 비상 전화 시스템(eCall)을 위한 통신 모듈 소프트웨어 오류로 인해 수동으로 SOS 버튼을 사용하거나 비상 시 자동으로 메르세데스벤츠 비상 센터에 연결하지 못하여, 필요한 구조 활동이 지연되어 승객의 안전에 영향을 줄 수 있는 가능성에 따른 리콜
<*대상차량별 생산일자>
C 220 d: 2017.06.01~2018.01.31
C 220 d 4MATIC: 2017.06.01~2018.04.13
C 250 d 4MATIC: 2017.11.30~2018.02.05
C 200 d: 2017.06.16~2018.01.19
C 200: 2017.06.02~2018.04.04
C 200 4MATIC: 2017.10.26~2017.10.26
AMG C 43 4MATIC: 2017.08.23~2018.01.31
C 200 Coupe: 2018.03.27~2018.03.27
AMG C 63: 2017.07.03~2017.10.26
AMG C 63 S: 2017.09.06~2017.10.09
C 200 Cabriolet: 2017.06.07~2018.04.04
AMG C 43 4MATIC: 2017.10.28~2017.12.13
AMG C 63: 2018.03.02~2018.03.02
E 220 D: 2017.06.30~2018.04.12
E 220 D 4MATIC: 2017.07.14~2018.04.12
E 200: 2017.06.24~2018.03.14
E 300: 2017.06.23~2018.02.26
E 300 4MATIC: 2017.06.23~2018.03.15
AMG E 43 4MATIC: 2017.07.21~2017.08.21
E 400 4MATIC: 2017.06.29~2018.04.03
AMG E 63 4MATIC+: 2017.11.17~2018.01.12
S 350 D: 2018.03.28~2018.03.28
S 350 d 4MATIC: 2017.07.03~2018.03.05
S 400 D 4MATIC: 2017.07.18~2018.03.29
S 450 4MATIC: 2017.08.01~2018.02.24
S 450 L: 2017.07.04~2017.12.18
S 560 4MATIC: 2017.07.03~2018.01.15
AMG S 63 4MATIC+: 2017.08.07~2018.04.03
MAYBACH S 560 4MATIC: 2017.03.28~2017.12.11
E 220 D: 2018.02.15~2018.03.15
E 400 4MATIC: 2018.03.12~2018.03.12
GLC 220 d 4MATIC: 2017.06.12~2018.02.16
GLC 250 d 4MATIC: 2017.07.29~2017.07.29
AMG GLC 43 4MATIC: 2017.08.21~2018.02.24
GLC 220 d 4MATIC: 2017.08.09~2018.01.05
GLC 250 d 4MATIC: 2018.02.28~2018.03.09
GLC 350 e 4MATIC: 2017.11.02~2018.03.02
AMG GLC 43 4MATIC: 2017.06.20~2017.09.28
CLS 400 d 4MATIC: 2018.03.26~2018.03.26","SOS 비상 전화 시스템 소프트웨어 업데이트
<*지난 2019년 3월 20일에 원격으로 통신 모듈 소프트웨어를 업데이트하는 리콜을 공지 드린 적이 있으나, 리콜 작업 중 원격 업데이트가 불가하여 이번 추가 리콜을 시행함>",벤츠코리아 대표번호 080-001-1886
1078,369,비엠더블유,BMW X7 xDrive30d 등 2차종 - 스타트 모터 고정볼트 관련 리콜,3590,O,비엠더블유코리아(주),"BMW X7 xDrive30d, BMW X5 M50d","BMW X7 xDrive30d, BMW X5 M50d",2020-07-10 ~ 2020-07-10,2020-08-28 ~,6 대,기타장치,"스타트 모터를 엔진에 장착시키는 생산공정에서 조립 오류로 스타트모터 고정볼트를 부정확하게 체결하여 플라이휠과 간섭이 발생되는 경우, 시동이 걸린 상태에서 플라이 휠에 스타트 모터 고정볼트가 접촉되어 플라이 휠 또는 변속기에 손상을 주고 시동 꺼짐이 발생될 수 있는 가능성에 따른 리콜
<*대상차량별 생산일자>
BMW X7 xDrive30d: 2020.07.10
BMW X5 M50d: 2020.07.10",스타트 모터의 고정볼트 장착 상태를 점검하고 필요 시 스타트 모터 또는 플라이 휠과 변속기를 교체,비엠더블유 대표번호 080-700-8000
1079,370,비엠더블유,BMW X6 xDrive30d 등 2차종 - 리어 스포일러 관련 리콜,3589,O,비엠더블유코리아(주),"BMW X6 xDrive30d, BMW X6 xDrive40i","BMW X6 xDrive30d, BMW X6 xDrive40i",2020-06-21 ~ 2020-07-22,2020-08-28 ~,36 대,기타장치,"리어 스포일러를 생산하는 과정에서 접착제가 정상적으로 도포되지 않아 차체와의 접착력이 약해지는 경우 주행 중 리어 스포일러가 이탈되고 이로 인하여 보행자, 후미 차량 등에 사고를 유발할 수 있는 가능성에 따른 리콜
<*대상차량별 생산일자>
BMW X6 xDrive30d: 2020.06.21~2020.07.22
BMW X6 xDrive40i: 2020.06.24~2020.07.14",리어 스포일러의 장착 상태를 점검하고 필요 시 정상적으로 접착제가 도포된 리어 스포일러로 교체,비엠더블유 대표번호 080-700-8000
1080,370,비엠더블유,BMW 318iA 등 10차종 - 운전자석 에어백 인플레이터 관련 리콜,3588,O,비엠더블유코리아(주),"BMW 318Ci, BMW 318i, BMW 318iA, BMW 320Ci, BMW 320d, BMW 320i, BMW 323Ci, BMW 323i, BMW 328Ci, BMW 328i","BMW 318Ci, BMW 318i, BMW 318iA, BMW 320Ci, BMW 320d, BMW 320i, BMW 323Ci, BMW 323i, BMW 328Ci, BMW 328i",1998-01-21 ~ 2000-05-31,2020-08-28 ~,587 대,승차 및 실내장치,"차량 사고가 발생하는 경우 인플레이터(가스 제너레이터)에 높은 압력이 발생하여, 에어백의 과도한 폭발력으로 운전자 및/또는 탑승자에게 상해를 입힐 수 있는 가능성에 따른 리콜 

<*대상차량별 생산일자>
BMW 318iA: 1999.09.27
BMW 320i: 1998.11.23~1999.10.02",운전석 에어백을 교체,비엠더블유 대표번호 080-700-8000
1081,370,비엠더블유,"이륜차 BMW C400GT 등 2차종 - 스로틀바디 연결 케이블, 케이블 홀더 관련 리콜",3500,O,비엠더블유코리아(주),"BMW C400GT, BMW C400X","BMW C400GT, BMW C400X",2018-07-25 ~ 2020-05-27,2020-08-25 ~,574 대,연료장치,"스로틀 케이블의 장착 위치로 인해 집중적인 세척 또는 장시간의 우천 주행 시 스로틀 케이블 슬리브 내부에 물이 고이고 배수되지 않게 되면, 외부 온도가 영하 이하일 때 스로틀 케이블이 결빙 될 수 있으며, 극히 드문 경우 스로틀 케이블이 작동하지 않을 수 있는 가능성에 따른 리콜
<*대상차량별 생산일자>
BMW C400GT: 2018.10.05~2020.05.27
BMW C400X: 2018.07.25~2019.06.14",개선된 스로틀 케이블과 케이블 홀더로 교체,비엠더블유 모토라드 080-269-5005
1082,370,비엠더블유,이륜차 BMW G310R 등 2차종 - 발전기 관련 리콜,3582,O,비엠더블유코리아(주),"BMW G310R, BMW G310GS","BMW G310R, BMW G310GS",2017-02-18 ~ 2018-08-27,2020-08-24 ~,935 대,전기장치,"공급 업체의 부품 생산 공정에서 발생한 문제로 발전기의 배선간 간격이 협소하여 차량 진동 등에 의해 발전기 배선이 소손 및 단선되면, 발전기 고장이 발생될 수 있고 이로인해 전력 공급이 불가하여 시동 꺼짐 및 재시동 불가 현상이 발생될 수 있는 가능성에 따른 리콜
<*대상차량별 생산일자>
BMW G310R: 2017.02.18~2018.08.27
BMW G310GS: 2017.09.12~2018.07.17",점검 후 발전기와 발전기 커버를 교체,BMW 모토라드 대표번호 080-269-5005
1083,373,비엠더블유,BMW X7 xDrive30d - 스티어링 스핀들 관련 리콜,3569,O,비엠더블유코리아(주),BMW X7 xDrive30d,BMW X7 xDrive30d,2019-08-02 ~ 2019-08-02,2020-08-14 ~,1 대,조향장치,차량 생산과정에서의 조립 공정 오류로 스티어링 스핀들의 고정 너트를 체결하지 않았을 수 있으며 이런 경우 스티어링 스핀들과 스티어링 칼럼의 연결이 분리되어 운전자가 조향을 하더라도 정상적인 조향이 불가능할 수 있는 가능성에 따른 리콜,스티어링 스핀들의 장착 상태를 점검하고 필요 시 스티어링 스핀들을 교체,비엠더블유 대표번호 080-700-8000
1084,374,볼보,S60 등 9차종 - EGR 냉각수 라인 관련 리콜,3568,O,(주)볼보자동차코리아,"S60, S60CC, S80, V40, V40CC, V60, V60CC, XC60, XC70","S60, S60CC, S80, V40, V40CC, V60, V60CC, XC60, XC70",2014-01-13 ~ 2016-10-10,2020-08-10 ~,"3,018 대",배기장치,"반온열 EGR 냉각수 라인을 장착한 차량에서의 냉각수 교체 주입 시, 전용 냉각수 주입 공구를 사용하지 않거나 불량인 전용 냉각수 주입 공구를 사용할 경우 냉각 시스템 내로 공기가 유입될 수 있고, 교체된 반온열 EGR 냉각수 라인의 특성으로 인해 유입된 공기가 쉽게 빠져나가지 않게 되어 엔진의 냉각 기능이 떨어져 엔진이 과열될 수 있으며, 증상이 매우 심각한 경우에는 엔진룸 안에서 국지적인 화재가 발생할 수 있는 가능성에 따른 리콜
<*대상차량별 생산일자>
S60: 2014.01.13~2016.10.05
S60CC: 2015.06.24~2016.09.07
S80: 2014.02.02~2016.04.08
V40: 2015.04.21~2016.09.03
V40CC: 2014.08.20~2016.10.05
V60: 2014.03.06~2016.09.30
V60CC: 2015.05.23~2016.10.10
XC60: 2014.02.18~2016.10.03
XC70: 2013.11.20~2016.04.20",냉각수 블리더 호스를 추가로 장착하여 냉각 시스템으로 유입된 공기가 빠져나갈 수 있도록 만드는 조치 시행,볼보코리아 대표번호 1588-1777
1085,374,벤츠,AMG C 63 등 6차종 - ESP 컨트롤 유닛 관련 리콜,3562,O,메르세데스벤츠코리아(주),"AMG C 63, AMG C 63 Cabriolet , AMG GT 63 4MATIC+, AMG GT 43 4MATIC+, AMG GT 63 S 4MATIC+, AMG GLC 63 S 4MATIC","AMG C 63, AMG C 63 Cabriolet , AMG GT 63 4MATIC+, AMG GT 43 4MATIC+, AMG GT 63 S 4MATIC+, AMG GLC 63 S 4MATIC",2018-06-19 ~ 2019-11-06,2020-08-07 ~,492 대,제동장치,"부품 공급 업체의 개발 과정 오류로 인하여 ESP 컨트롤 유닛 소프트웨어가 사양에 맞지 않아 차량 주행 시 오레이트 센서가 자가 진단을 실행하는 경우에는 매우 짧은 시간이긴 하지만, ESP 컨트롤 유닛이 오레이트 센서의 값을 확인하지 못해 미끄러운 노면 등을 주행할 때 차량의 자세가 안정적으로 유지되지 않을 수 있는 가능성에 따른 리콜
<*대상차량별 생산일자>
AMG C 63: 2018.06.19~201.-07.28
AMG C 63 Cabriolet: 2018.12.04
AMG GT 63 4MATIC+: 2018.06.21
AMG GT 43 4MATIC+: 2018.11.16~2019.08.09
AMG GT 63 S 4MATIC+: 2019.01.09~2019.11.06
AMG GLC 63 S 4MATIC: 2019.03.25~2019.04.01",ESP 컨트롤 유닛 소프트웨어 업데이트,벤츠코리아 대표번호 080-001-1886
1086,374,벤츠,A220 등 2차종 - 에어컨 응축수 호스 관련 리콜,3561,O,메르세데스벤츠코리아(주),"A220, A250","A220, A250",2018-06-21 ~ 2018-12-12,2020-08-07 ~,622 대,냉/난방 장치,"조립 공정상 오류로 인해 에어컨 응축수 호스가 정확히 설치되지 않은 경우 차량의 운전석 및 조수석 바닥에 물이 유입될 수 있으며, 이로인해 바닥에 설치된 전장 부품의 합선 발생 시 화재 가능성이 증가할 수 있고, 비상통신시스템(eCall) 및 차량 시동 불가능, 에어백 정상 작동 불가, 주행 중 엔진 림프-홈 모드 활성화가 발생 될 수 있는 가능성에 따른 리콜
<*대상차량별 생산일자>
A220: 2018.08.10~2018.12.12
A250: 2018.06.21~2018.06.25",에어컨 응축수 호스 점검 및 필요 시 재작업,벤츠코리아 대표번호 080-001-1886
1087,374,현대,GV80 - 주행가능거리 표시 장치 관련 리콜,3567,O,현대자동차(주),GV80(JX1),GV80(JX1),2020-06-18 ~ 2020-07-11,2020-08-06 ~,"1,403 대",승차 및 실내장치,경사로 정차 시 연료탱크 내 연료가 한쪽으로 쏠리는 현상으로 계기판 내 주행가능거리가 과도하게 높게 표시되어 주행가능거리로만 판단 후 지속 운행 시 연료부족으로 인하여 시동이 꺼질 수 있는 가능성에 따른 리콜 (*연료부족 경고등은 정상 작동되므로 경고등 점등 시 신속히 연료 주입 필요함),계기판 소프트웨어 버전 점검 및 업데이트,제네시스 고객센터 080-700-6000
1088,375,비엠더블유,BMW 118d 등 48차종 - 배기가스재순환장치 관련 리콜,3533,O,비엠더블유코리아(주),BMW X3 xDrive30d 등 48차종,BMW X3 xDrive30d 등 48차종,2011-03-31 ~ 2019-05-16,2020-08-01 ~,"89,964 대",원동기(엔진),"배기가스재순환장치 내부 냉각수 누설로 엔진 출력에 제한이 올 수 있고, 엔진경고등이 점등될 수 있으며, 극히 드문 경우 화재 발생 가능성을 배제할 수 없음에 따른 리콜 (*차량 운행 중 엔진경고등이나 냉각수 부족 경고등 점등, 출력저하, 울컥거림 등의 증상이 있을 경우 안전을 위해 즉시 차량 운행을 중지하고 하차 후 BMW 모빌리티케어 080-269-0001로 연락주시기 바랍니다)
<*대상차량>
BMW X3 xDrive30d, BMW 535d, BMW X3 xDrive35d, BMW 740d xDrive, BMW Gran Turismo 30d xDrive,
BMW Gran Turismo 30d, BMW 730Ld, BMW 730d, BMW 730d xDrive, BMW 640d xDrive Gran Coupe,
BMW 740d, BMW 530d xDrive, BMW 535d xDrive, BMW 435d xDrive Gran Coupe, BMWX5 xDrive30d,
BMW X6 xDrive40d, BMW X5 xDrive40d, BMW X4 xDrive30d, BMW X6 xDrive30d, BMW X5 xDrive35d,
BMW X3 xDrive20d, BMWX4 xDrive20d, BMW 520d, BMW 520d xDrive, BMW 220d Coupe, BMW 420d Gran Coupe, BMW 118d, BMW 420d Coupe, BMW 420d xDrive Coupe, BMW 120d, BMW 420d xDrive Gran Coupe, BMW 320d EfficientDynamics Edition, BMW 320d Gran Turismo, BMW 320d, BMW 320d xDrive,
BMW Gran Turismo, BMW 320d xDrive, BMW 320d Touring, BMW 520d xDrive Touring, BMW 320d Gran Turismo, BMW 320d xDrive Gran Turismo, BMW 420d, BMW 730Ld xDrive, BMW 740Ld xDrive,
BMW X7 xDrive30d, BMW 530d, BMW 630d xDrive, BMW X4 M40d
<*대상차량별 생산일자는 상이할 수 있으므로 자세한 사항을 제작사 고객센터로 문의주시기 바랍니다.>","배기가스재순환장치 쿨러를 점검하여 누수가 확인될 경우, 배기가스재순환장치 및 흡기다기관을 교체",비엠더블유 리콜 전담 센터 080-269-5181
1089,375,기아,스팅어 - R-MDPS 관련 리콜,3560,O,기아 주식회사,스팅어 (CK),스팅어 (CK),2017-05-15 ~ 2019-11-11,2020-07-30 ~,40 대,조향장치,R-MDPS의 볼스크류 부품 내부에 볼을 투입 후 조립하는 공정에서 볼이 정상 대비 적게 투입되어 주행 시 조향이 되지 않을 수 있는 가능성에 따른 리콜,"점검 및 필요 시 R-MDPS 교환

<*19.09.20~20.07.17 기간에 R-MDPS 부품을 교환 받으셨을 경우 문제 부품이 장착되었을 가능성이 있어 점검 및
필요 시 교환 조치를 하는 사항입니다.>",기아자동차 대표번호 080-200-2000
1090,375,기아,스팅어 - R-MDPS 관련 리콜,3559,O,기아 주식회사,스팅어 (CK),스팅어 (CK),2019-10-08 ~ 2020-01-17,2020-07-30 ~,68 대,조향장치,R-MDPS의 볼스크류 부품 내부에 볼을 투입 후 조립하는 공정에서 볼이 정상 대비 적게 투입되어 주행 시 조향이 되지 않을 수 있는 가능성에 따른 리콜,R-MDPS 교환,기아자동차 대표번호 080-200-2000
