id,page_no,maker,title,recall_id,ctype,maker_detail,car_name,car_name_full,생산기간,시정기간,대상수량,장치분류,결함내용,시정방법,기타문의
218,25,벤츠,AMG EQE 53 4MATIC+ 등 10차종 - 스티어링 커플링 볼트 관련 리콜,5840,O,메르세데스벤츠코리아(주),"AMG EQE 53 4MATIC+, AMG GLC 43 4MATIC Coupe, AMG GLC 43 4MATIC, C 200, EQE 300, EQE 350 4MATIC, EQE 350+, GLC 220 d 4MATIC, GLC 300 4MATIC Coupe, GLC 300 4MATIC","AMG EQE 53 4MATIC+, AMG GLC 43 4MATIC Coupe, AMG GLC 43 4MATIC, C 200, EQE 300, EQE 350 4MATIC, EQE 350+, GLC 220 d 4MATIC, GLC 300 4MATIC Coupe, GLC 300 4MATIC",2022-04-29 ~ 2025-07-16,2025-09-12 ~,904 대,조향장치 기타,"생산 과정 편차로 인해 스티어링 커플링의 볼트가 의도한대로 체결되지 않았을 수 있으며, 이런 경우 스티어링 휠과 스티어링 랙 사이의 기계적 연결이 시간이 지남에 따라 느슨해질 수 있고, 그 결과로 차량의 조향성이 상실되어 충돌 위험이 높아질 수 있는 가능성에 따른 리콜
<대상차량별 생산일자>
AMG EQE 53 4MATIC+: 2023.03.30~2023.04.14
AMG GLC 43 4MATIC Coupe: 2024.03.06~2025.07.04
AMG GLC 43 4MATIC: 2024.01.10~2025.04.08
C 200: 2023.11.08~2024.03.28
EQE 300: 2022.09.02~2023.01.24
EQE 350 4MATIC: 2022.04.29~2023.11.02
EQE 350+: 2022.05.30~2023.11.10
GLC 220 d 4MATIC: 2023.04.03~2025.07.11
GLC 300 4MATIC Coupe: 2023.09.20~2025.07.16
GLC 300 4MATIC: 2023.05.12~2025.06.30",스티어링 커플링 볼트 체결 재작업,벤츠코리아 대표번호 080-001-1886
219,26,현대,팰리세이드 등 2차종 - 휠 너트 관련 리콜,5830,O,현대자동차(주),"팰리세이드 (LX3), 팰리세이드 하이브리드 (LX3 HEV)","팰리세이드 (LX3), 팰리세이드 하이브리드 (LX3 HEV)",2025-01-02 ~ 2025-07-01,2025-09-05 ~,39 대,주행장치 기타,"휠 고정용 너트 체결작업 불량으로 인해 주행 중 너트 풀림에 의한 휠 이탈 발생 가능성이 확인됨에 따른 리콜
<대상차량별 생산일자>
팰리세이드 (LX3): 2025.01.02~2025.07.01
팰리세이드 하이브리드 (LX3 HEV): 2025.04.11~2025.06.30",휠 너트 점검 후 필요 시 관련 부품 교체,현대자동차 대표번호 080-600-6000
220,26,현대,포터II 일렉트릭 - 고전압배터리 케이스 관련 리콜,5829,O,현대자동차(주),포터II 일렉트릭 (HR EV),포터II 일렉트릭 (HR EV),2022-06-13 ~ 2024-02-27,2025-09-05 ~,14 대,전기장치 기타,"고전압배터리 사후관리용 부품 사양 관리 미흡으로 케이스 간섭 부위가 절삭되지 않은 부품이 장착되었을 수 있으며, 이런 경우 고전압배터리 케이스와 프로펠러 샤프트 간 간섭으로 인해 프로펠러 샤프트 파손 시 모터에서 발생하는 회전 구동력 전달 불가로 동력 상실 가능성이 확인됨에 따른 리콜",고전압배터리 케이스 절삭 및 프로펠러 샤프트 점검 후 필요 시 교체,현대자동차 대표번호 080-600-6000
221,27,벤츠,EQC 400 4MATIC - 고전압 배터리 관련 리콜,5821,O,메르세데스벤츠코리아(주),EQC 400 4MATIC,EQC 400 4MATIC,2019-03-19 ~ 2019-10-23,2025-08-29 ~,174 대,연료장치 기타,"개발 과정 오류로 인하여 고전압 배터리 하우징이 사양에 맞지 않게 제작되었을 수 있으며, 이런 경우 고전압 배터리 하우징의 실링(sealing) 효과가 점차적으로 감소하여 배터리에 습기가 침두할 수 있어, 배터리 절연 고장으로 차량이 주차된 후 재시동 시 시동이 걸리지 않을 수 있고, 화재의 위험성을 완전히 배제할 수 없음이 확인됨에 따른 리콜",고전압 배터리 실링 재작업,벤츠코리아 대표번호 080-001-1886
222,28,비엠더블유,BMW 320i 등 6차종 - 48V 스타터 발전기 관련 리콜,5820,O,비엠더블유코리아(주),"BMW 320i, BMW 420i Convertible, BMW 520i, BMW 530i xDrive, BMW X3 20 xDrive, BMW X3 20d xDrive","BMW 320i, BMW 420i Convertible, BMW 520i, BMW 530i xDrive, BMW X3 20 xDrive, BMW X3 20d xDrive",2023-10-06 ~ 2025-02-11,2025-08-21 ~,17 대,전기장치 기타,"차량 생산과정에서 48V 스타터 발전기와 배터리의 양극 케이블 연결부의 슬리브가 부정확한 압력으로 장착되었을 수 있으며, 이런 경우 48V 스타터 발전기와 배터리 연결성이 저하되어 배터리 충전이 되지 않거나 시동이 꺼질 수 있으며, 48V 스타터 발전기와 배터리 양극 케이블 연결부에 접촉 저항이 증가하여 화재가 발생할 수 있는 가능성에 따른 리콜
<대상차량별 생산일자>
BMW 320i: 2025.01.08
BMW 420i Convertible: 2024.07.31
BMW 520i: 2024.12.11~2025.01.28
BMW 530i xDrive: 2023.10.06~2025.01.28
BMW X3 20 xDrive: 2024.09.12~2025.02.06
BMW X3 20d xDrive: 2025.02.11",정상적으로 생산된 48V 스타터 발전기로 교체하고 필요 시 배터리 양극 케이블을 교체하거나 수리함,비엠더블유 대표번호 080-269-5181
223,28,비엠더블유,BMW i4 eDrive40 등 11차종 - 전기 구동 시스템 관련 리콜,5819,O,비엠더블유코리아(주),"BMW i4 eDrive40, BMW i4 M50, BMW i5 eDrive40, BMW i5 M60 xDrive, BMW i7 eDrive50, BMW i7 M70 xDrive, BMW i7 xDrive60, BMW iX M60,  BMW iX xDrive40, BMW iX xDrive50, BMW iX1 xDrive30","BMW i4 eDrive40, BMW i4 M50, BMW i5 eDrive40, BMW i5 M60 xDrive, BMW i7 eDrive50, BMW i7 M70 xDrive, BMW i7 xDrive60, BMW iX M60,  BMW iX xDrive40, BMW iX xDrive50, BMW iX1 xDrive30",2020-09-01 ~ 2023-12-14,2025-08-21 ~,"10,260 대",원동기(동력발생장치) 기타,"구동모터 내 브러시 모듈의 제조 또는 조립 과정에서 유입된 이물질로 인하여 브러시 모듈과 하우징 사이에 전도성 연결을 생성할 수 있으며, 이런 경우 전기 감전이나 화재 발생 위험이 없으나 고전압과 접지 사이의 절연저항 이상감지가 과도하게 작동되어 경고등 점등 및 중앙 모니터에 체크 컨트롤 메시지가 표시되고, 매우 드문 경우 차량이 운행 중 서서히 정지할 수 있는 가능성에 따른 리콜
<대상차량별 생산일자>
BMW i4 eDrive40: 2021.11.23~2023.12.13
BMW i4 eDrive40: 2022.06.07
BMW i4 M50: 2021.11.22~2023.12.08
BMW i5 eDrive40: 2022.07.29~2023.12.13
BMW i5 M60 xDrive: 2023.06.27~2023.12.13
BMW i5 M60 xDrive: 2023.09.13
BMW i7 eDrive50: 2023.06.30~2023.12.11
BMW i7 M70 xDrive: 2023.07.28~2023.11.07
BMW i7 xDrive60: 2022.02.15~2023.12.11
BMW i7 xDrive60: 2023.11.29
BMW iX M60: 2022.03.29~2023.12.08
BMW iX xDrive40: 2021.08.02~2023.07.03
BMW iX xDrive40: 2023.02.10
BMW iX xDrive50: 2020.09.01~2023.12.12
BMW iX xDrive50: 2023.07.19
BMW iX1 xDrive30: 2022.11.08~2023.12.14","절연 저항 이상감지 기능이 개선(불필요한 시동 꺼짐 방지)된 소프트웨어로 업데이트하고, 브러시 모듈의 이물질로 인한 경고등이 점등될 경우 브러시 모듈을 청소하고 아이솔레이션 디스크를 장착함",비엠더블유 대표번호 080-269-5181
224,29,비엠더블유,BMW X3 20 xDrive 등 3차종 - 뒷좌석 머리지지대 관련 리콜,5814,O,비엠더블유코리아(주),"BMW X3 20 xDrive, BMW X3 20d xDrive, BMW X3 M50 xDrive","BMW X3 20 xDrive, BMW X3 20d xDrive, BMW X3 M50 xDrive",2024-08-05 ~ 2025-06-17,2025-08-21 ~,927 대,실내안전장치 기타,"뒷좌석 머리지지대 제조 과정에서 머리지지대와 머리지지대 쇠막대를 고정하는 고정핀 삽입구가 이물질로 인해 고정핀이 제대로 장착되지 않았을 수 있으며, 이런 경우 뒷좌석 머리지지대가 제대로 고정되지 않아 사고 발생 시 머리지지대 한쪽이 분리되어 탑승자의 부상을 초래할 수 있는 가능성에 따른 리콜 (이는 자동차 및 자동차부품의 성능과 기준에 관한 규칙 제99조(머리지지대)를 위반함)
<대상차량별 생산일자>
BMW X3 20 xDrive: 2024.08.07~2025.06.17
BMW X3 20d xDrive: 2024.08.05~2025.06.17
BMW X3 M50 xDrive: 2024.08.19~2025.06.13",정상적으로 제조된 뒷좌석 양쪽 머리지지대(쇠막대 포함)를 교체,비엠더블유 대표번호 080-269-5181
225,30,르노,SM6 등 2차종 - 진공펌프 관련 리콜,5801,O,르노코리아(주),"SM6, XM3","SM6, XM3",2023-01-31 ~ 2023-05-10,2025-08-11 ~,458 대,제동장치 기타,"일부 차량에 장착된 진공펌프 내 체크밸브를 고정하는 스크류가 체결되는 하우징의 나사산 가공 불량으로, 스크류가 이탈되어 진공압이 부족할 수 있으며 이런 경우 제동 시 브레이크 페달 무거움이 발생될 수 있고, 평상시와 같은 힘으로 페달을 밟았을 때 제동거리가 길어질 수 있는 가능성에 따른 무상수리
<대상차랑별 생산일자>
SM6: 2023.02.07~2023.04.27
XM3: 2023.01.31~2023.05.10",차량에 장착된 진공펌프의 부품 제조사 정보를 확인하여 가공 불량 가능성이 있는 진공펌프인 경우 신품으로 교환,르노코리아 대표번호 080-300-3000
226,32,현대,스타리아 카고 등 2차종 - 휠 너트 관련 리콜,5787,O,현대자동차(주),"스타리아 카고 (US4), 쏠라티 (EU)","스타리아 카고 (US4), 쏠라티 (EU)",2015-09-29 ~ 2025-04-23,2025-07-31 ~,"5,974 대",주행장치 기타,"휠 고정용 너트 체결작업 불량으로 주행 중 너트 풀림에 의한 휠 이탈 발생 가능성이 확인됨에 따른 리콜
<대상차량별 생산일자>
스타리아 카고 (US4): 2022.12.09~2025.04.21
쏠라티 (EU): 2015.09.29~2025.04.23",휠 너트 점검 후 필요 시 관련 부품 교체,현대자동차 대표번호 080-600-6000
227,33,벤츠,E 350 4MATIC - 엔진 컨트롤 유닛 관련 리콜,5780,O,메르세데스벤츠코리아(주),E 350 4MATIC,E 350 4MATIC,2021-02-02 ~ 2023-09-27,2025-07-25 ~,"16,957 대",원동기(동력발생장치) 기타,"엔진 컨트롤 유닛 소프트웨어 개발 공정 오류로 인해 차량이 글라이딩 모드(타력 주행모드)로 주행하다가 글라이딩 모드 종료 시점에 엔진 컨트롤 유닛 소프트웨어가 정상적인 엔진 점화 상태를 오류로 잘못 감지할 수 있으며, 이런 경우 주행 중 연료 공급이 중단될 수 있고, 이로 인해 차량의 추진력이 상실될 수 있어 충돌 위험이 증가할 수 있는 가능성에 따른 리콜",개선된 엔진 컨트롤 유닛 소프트웨어로 업데이트,벤츠코리아 대표번호 080-001-1886
228,33,벤츠,EQE 350 4MATIC 등 5차종 - 고전압 배터리 관리 시스템 관련 리콜,5779,O,메르세데스벤츠코리아(주),"EQE 350 4MATIC, EQE 500 4MATIC, AMG EQE 53 4MATIC, EQS 450 4MATIC, EQS 580 4MATIC","EQE 350 4MATIC, EQE 500 4MATIC, AMG EQE 53 4MATIC, EQS 450 4MATIC, EQS 580 4MATIC",2023-02-15 ~ 2024-02-28,2025-07-25 ~,523 대,연료장치 기타,"고전압 배터리 관리 시스템의 소프트웨어 오류로 인해 다른 제어 장치들로부터 비정상적으로 많은 양의 데이터를 요청받을 경우, 배터리 관리 시스템에 과부하가 발생할 수 있으며 이런 경우 고전압 배터리의 전원 공급 연결이 차단되어 고전압 시스템이 종료될 수 있고, 이로 인해 사전 경고 없이 차량의 추진력이 상실될 수 있어 충돌 위험이 증가할 수 있는 가능성에 따른 리콜
<대상차량별 생산일자>
EQE 350 4MATIC: 2023.04.10~2024.02.28
EQE 500 4MATIC: 2023.02.15~2023.10.19
AMG EQE 53 4MATIC: 2023.02.23
EQS 450 4MATIC: 2023.08.04~2023.10.26
EQS 580 4MATIC: 2023.09.01~2023.09.29",개선된 고전압 배터리 관리 시스템 소프트웨어로 업데이트,벤츠코리아 대표번호 080-001-1886
229,33,벤츠,AMG E 63 4MATIC+ 등 7차종 - 저압 연료 라인 관련 리콜,5783,O,메르세데스벤츠코리아(주),"AMG E 63 4MATIC+, AMG GT 63 S 4MATIC+, AMG S 63 4MATIC+, AMG S 63 4MATIC+ Cabriolet, AMG S 63 4MATIC+ Coupe, Maybach S 580 4MATIC, S 580 4MATIC","AMG E 63 4MATIC+, AMG GT 63 S 4MATIC+, AMG S 63 4MATIC+, AMG S 63 4MATIC+ Cabriolet, AMG S 63 4MATIC+ Coupe, Maybach S 580 4MATIC, S 580 4MATIC",2017-02-15 ~ 2022-08-03,2025-07-23 ~,"8,932 대",연료장치 기타,"저압 연료 라인 연결부의 노후화로 인해 기밀성이 저하되어 소량의 연료 누출이 발생할 수 있으며, 이런 경우 연료 냄새를 감지할 수 있으며 증발가스 배출허용기준을 충족하지 못할 수 있는 가능성에 따른 리콜
<대상차량별 생산일자는 상이할 수 있으므로, 자세한 사항은 제작사 고객센터(080-001-1886)으로 문의하여 주시기 바랍니다.>",우측 저압 연료 라인의 호스 교체,벤츠코리아 대표번호 080-001-1886
230,34,비엠더블유,M 1000 R - 스티어링 댐퍼 관련 리콜,5772,O,비엠더블유코리아(주),M 1000 R,M 1000 R,2024-11-26 ~ 2024-11-26,2025-07-21 ~,1 대,조향장치 기타,"스티어링 댐퍼의 제작 오류로 노즐 니들이 스티어링 댐퍼 내부의 나사 연결 부에서 이탈할 수 있으며, 이런 경우 핸들 조작이 무거어워져서 조향에 영항을 줄 수 있는 가능성에 따른 리콜",스티어링 댐퍼를 개선품으로 교체,비엠더블유 모토라드 대표번호 080-269-5005
231,34,비엠더블유,BMW 520i 등 24차종 - 통합제동장치 관련 리콜,5770,O,비엠더블유코리아(주),BMW 520i 등 24차종,BMW 520i 등 24차종,2022-08-15 ~ 2024-04-18,2025-07-17 ~,166 대,제동장치 기타,"통합제동장치에 장착된 서보모터 위치센서의 품질 결함으로 인해 신호 장애가 발생할 수 있으며, 이런 경우 안전모드로 전환되어 제동 경고등 점등 및 중앙모니터에 체크 컨트롤 메시지가 표시되고, 상황에 따라 제동에 필요한 조작력을 더 높여야 할 수 있으며, 제동거리가 길어질 수 있음. 이와 동시에 ABS 및 차체 자세 제어(DSC) 기능이 작동하지 않을 수 있는 가능성에 따른 리콜
<대상차량별 생산일자>
BMW 520i: 2023.08.31~2024.01.23
BMW 523d: 2023.07.13~2024.01.30
BMW 523d xDrive: 2023.07.20~2023.10.11
BMW 530e: 2024.03.13
BMW 530i xDrive: 2023.07.06~2023.12.11
BMW 740d xDrive: 2022.11.14~2023.09.27
BMW 740i: 2022.10.13~2023.01.30
BMW 740i xDrive: 2023.09.01
BMW i5 eDrive40: 2023.09.21~2023.12.08
BMW i7 xDrive60: 2023.11.13
BMW iX2 eDrive20: 2024.04.18
BMW X1 xDrive28i: 2022.12.07
BMW X5 M Competition: 2023.04.06
BMW X5 xDrive30d: 2023.07.27~2024.02.27
BMW X5 xDrive40i: 2023.05.10~2024.02.15
BMW X5 xDrive50e: 2024.01.17
BMW X6 M Competition: 2023.05.13~2023.07.12
BMW X6 xDrive30d M Sport: 2023.08.16~2024.03.07
BMW X6 xDrive40d: 2023.10.02
BMW X6 xDrive40i M Sport: 2023.04.20~2024.02.15
BMW X7 M60i xDrive: 2022.09.13~2023.11.17
BMW X7 xDrive40d: 2022.08.15~2024.03.09
BMW X7 xDrive40i: 2022.08.17~2024.03.25
BMW XM: 2023.02.22~2023.09.28",품질이 개선된 통합제동장치로 교체함,비엠더블유 대표번호 080-269-5181
232,35,벤츠,AMG GT 43 4MATIC+ - 엔진 컨트롤 유닛 관련 리콜,5775,O,메르세데스벤츠코리아(주),AMG GT 43 4MATIC+,AMG GT 43 4MATIC+,2018-08-06 ~ 2020-08-13,2025-07-11 ~,"1,402 대",원동기(동력발생장치) 기타,"엔진 컨트롤 유닛 소프트웨어가 사양에 맞지 않을 수 있어 라디에이터 팬이 정상적으로 작동되지 않을 수 있으며, 이런 경우 시동 OFF 후 엔진룸 온도가 기준치보다 높을 수 있어 촉매 후단 산소센서 또는 엔진 와이어링 하니스가 손상될 수 있는 가능성에 따른 리콜",엔진 컨트롤 유닛 소프트웨어 업데이트,벤츠코리아 대표번호 080-001-1886
233,36,현대,캐스퍼 일렉트릭 - 조립용 차체 볼트 관련 리콜,5759,O,현대자동차(주),캐스퍼 일렉트릭 (AX1 EV),캐스퍼 일렉트릭 (AX1 EV),2024-07-17 ~ 2025-03-31,2025-07-10 ~,"3,725 대",차체/차대 기타,조수석 하단 운전석 보조 주차 제어기(ADAS PRK ECU) 조립용 차체 볼트 노출로 인해 뒷좌석 승객이 맨발로 탑승 시 상해가 발생할 수 있는 가능성에 따른 리콜,볼트 보호마개 3개소 장착,현대자동차 대표번호 080-600-6000
234,36,현대,싼타페 하이브리드 - 차체 하단 와이어링(배선) 관련 리콜,5752,O,현대자동차(주),싼타페 하이브리드 (MX5 HEV),싼타페 하이브리드 (MX5 HEV),2024-04-04 ~ 2024-04-04,2025-07-09 ~,2 대,전기장치 기타,"차체 하단 와이어링(배선) 경로 설계 불량으로 인해 2열 시트를 접을 시 와이어링(배선)과 시트 회전 장치가 간섭될 수 있으며, 이런 경우 2열 사이드 에어백 오전개 및 미전개 가능성이 확인됨에 따른 리콜",와이어링(배선) 고정점 추가 (필요 시 배선 교환),현대자동차 대표번호 080-600-6000
235,37,벤츠,Mercedes-AMG GLE 53 4MATIC 등 2차종 - 다목적 카메라 및 내부 미러 관련 리콜,5748,O,메르세데스벤츠코리아(주),"Mercedes-AMG GLE 53 4MATIC, GLE 450 4MATIC","Mercedes-AMG GLE 53 4MATIC, GLE 450 4MATIC",2024-08-31 ~ 2024-09-04,2025-07-04 ~,10 대,주행장치 기타,"공급업체의 생산 편차로 인해 전면 유리에 위치한 다목적 카메라 및/또는 내부 미러의 접착 사양을 충족하지 못할 수 있으며, 이런 경우 다목적 카메라 및/또는 내부 미러 전면 부분적으로 또는 완전히 분리될 수 있고, 다목적 카메라가 부분적으로 분리되면 여러 주행 보조 시스템의 기능이 손상되어 충돌 위험이 높아질 수 있는 가능성에 따른 리콜 (이는 자동차 및 자동차부품의 성능과 기준에 관한 규칙 제38조(전조등), 제50조(간접시계장치), 제89조(조향장치), 제94조(운전자의 시계범위 등) 및 제111조의3(승용자동차의 부분 자율주행시스템 안전기준)을 만족하지 못할 수 있음)
<대상차량별 생산일자>
Mercedes-AMG GLE 53 4MATIC: 2024.08.31~2024.09.04
GLE 450 4MATIC: 2024.09.02",개선된 전면 유리로 교체,벤츠코리아 대표번호 080-001-1886
236,38,기아,포르테 - 조수석 에어백 관련 리콜,5736,O,기아 주식회사,포르테 (TD),포르테 (TD),2008-11-14 ~ 2012-11-16,2025-06-23 ~,19 대,실내안전장치 기타,조수석 에어백 인플레이터 용기 제조 공정 불량으로 인해 저온조건에서 에어백 전개 시 인플레이터 용기가 파열되어 탑승자에게 상해를 입힐 수 있는 가능성이 확인됨에 따른 리콜,조수석 에어백 모듈 교환 ('08.11.14~'12.11.16 제작 차량으로 수리 시 인플레이터 제조 불량 부품이 장착된 차량),기아자동차 대표번호 080-200-2000
237,38,벤츠,AMG EQE 53 4MATIC 등 3차종 - 파노라마 슬라이딩 선루프 관련 리콜,5732,O,메르세데스벤츠코리아(주),"AMG EQE 53 4MATIC, EQS 450 4MATIC, EQS 580 4MATIC","AMG EQE 53 4MATIC, EQS 450 4MATIC, EQS 580 4MATIC",2022-10-25 ~ 2023-02-23,2025-06-20 ~,9 대,창유리 기타,"개발 과정에서의 문서 편차로 인해 파노라마 슬라이딩 선루프 컨트롤 유닛의 소프트웨어가 사양을 총족하지 않을 수 있으며, 이런 경우 선루프가 닫힐 때 선루프의 후면부에 가해지는 힘이 100N을 초과하더라도 자동 걸림 방지 기능이 반응하지 않을 수 있는 가능성에 따른 리콜 (이는 자동차 및 자동차부품의 성능과 기준에 관한 규칙 제34조(창유리 등)을 만족시키지 못할 수 있음)
<대상차량별 생산일자>
AMG EQE 53 4MATIC: 2023.02.23
EQS 450 4MATIC: 2022.11.29~2022.12.07
EQS 580 4MATIC: 2022.10.25~2022.11.02",선루프 컨트롤 유닛 소프트웨어 업데이트 및 선루프 패널에 후방 커버 레일 장착,벤츠코리아 대표번호 080-001-1886
238,39,현대,카운티 일렉트릭 - 주차브레이크 하중전달용 케이블 관련 리콜,5731,O,현대자동차(주),카운티 일렉트릭(CS EV),카운티 일렉트릭(CS EV),2020-05-28 ~ 2025-06-07,2025-06-19 ~,629 대,제동장치 기타,주차브레이크 하중전달용 케이블이 절손되어 경사로 밀림으로 인해 충돌사고가 발생할 수 있는 가능성에 따른 리콜,주차브레이크 및 하중전달용 케이블 개선품 교체,현대자동차 대표번호 080-600-6000
239,39,볼보,S90 등 4차종 - BCM(브레이크 컨트롤 모듈) 소프트웨어 관련 리콜,5761,O,(주)볼보자동차코리아,"2023~2025년식 S90, XC60, XC90, EX40","2023~2025년식 S90, XC60, XC90, EX40",2022-04-22 ~ 2025-05-26,2025-06-18 ~,204 대,제동장치 기타,"2025년 5월 12일 배포된 소프트웨어 3.5.14가 설치된 차량에서 브레이크 컨트롤 모듈 소프트웨어 오류로 인해 B모드(플러그인 하이브리드 차량) 또는 원 페달 드라이브(전기자동차)를 활성화한 상태에서 브레이크 페달을 밟지 않고 내리막길에서 최소 1분 30초 동일 관성 주행을 하면 제동기능이 일시적으로 작동하지 않을 수 있는 가능성이 확인됨에 따른 리콜
<대상차량별 생산일자>
S90T8 AWD: 2023.03.02~2025.05.26
XC60T8 AWD: 2022.04.22~2025.05.21
XC90T8 AWD: 2023.04.21~2025.03.07
EX40 Single Motor ER: 2024.04.22~2025.04.11",개선된 소프트웨어로 업데이트 (대상자 전체 OTA 무선 업데이트 가능),볼보자동차코리아 대표번호 1588-1777
240,40,비엠더블유,MINI Cooper SE - 고전압 배터리 셀 모듈 관련 리콜,5725,O,비엠더블유코리아(주),MINI Cooper SE,MINI Cooper SE,2024-03-25 ~ 2024-06-21,2025-06-12 ~,29 대,연료장치 기타,"제조 공정의 오류로 인해 고전압 배터리 셀 전극 시트 절단 과정에서 잔여물이 제거되지 않은 상태로 제조되었을 수 있으며, 이런 경우 제거되지 않은 잔여물이 배터리 셀 단락을 유발할 수 있으며 배터리 셀 단락이 발생할 경우 경고등 및 체크 컨트롤 메시지가 중앙 모니터에 표시되나, 잔여물이 특정 자리(배터리 셀 가장자리)에 위치할 경우 배터리 관리 시스템이 배터리 셀 단락을 감지하지 못하여 화재가 발생할 수 있는 가능성에 따른 리콜",문제가 발생될 수 있는 고전압 배터리 특정 셀 모듈을 정상적으로 제작된 고전압 배터리 셀 모듈로 교체함,비엠더블유 대표번호 080-269-5181
241,40,비엠더블유,MINI Cooper SE - 고전압 배터리 셀 모듈 관련 리콜,5724,O,비엠더블유코리아(주),MINI Cooper SE,MINI Cooper SE,2024-03-26 ~ 2024-06-24,2025-06-12 ~,4 대,연료장치 기타,"고전압 배터리 셀 모듈 내 음극 판이 이중으로 구성되었거나, 음극, 양극 판 정렬이 올바르게 되지 않았을 수 있으며 이런 경우 고전압 배터리 셀 모듈 내부에서 단락이 발생될 수 있고 열확산이 일어나 차량 화재가 발생할 수 있는 가능성에 따른 리콜",문제가 발생될 수 있는 고전압 배터리 특정 셀 모듈을 정상적으로 제작된 고전압 배터리 셀 모듈로 교체함,비엠더블유 대표번호 080-269-5181
242,41,비엠더블유,BMW 520i 등 2차종 - 48V 스타터 발전기 관련 리콜,5723,O,비엠더블유코리아(주),"BMW 520i, BMW 523d","BMW 520i, BMW 523d",2024-10-22 ~ 2025-01-23,2025-06-12 ~,13 대,전기장치 기타,"차량 생산과정에서 48V 스타터 발전기와 배터리의 양극 케이블 연결부의 슬리브가 부정확한 압력으로 장착되었을 수 있으며, 이런 경우 48V 스타터 발전기와 배터리의 연결성이 저하되어 배터리 충전이 되지 않거나 시동이 꺼질 수 있고, 48V 스타터 발전기와 배터리 양극 케이블 연결부에 접촉 저항이 증가하여 화재가 발생할 수 있는 가능성에 따른 리콜
<대상차량별 생산일자>
BMW 520i: 2024.10.22~2025.01.23
BMW 523d: 2024.11.20",정상적으로 생산된 48V 스타터 발전기로 교체하고 필요 시 배터리 양극 케이블 교체하거나 수리함,비엠더블유 대표번호 080-269-5181
243,41,현대,아반떼 등 2차종 - 운전석 에어백 인플레이터 관련 리콜,5721,O,현대자동차(주),"아반떼 (HD), i30 (FD)","아반떼 (HD), i30 (FD)",2008-10-02 ~ 2009-07-30,2025-06-10 ~,"2,555 대",승차 및 실내장치 기타,"인플레이터의 과도한 내부 압력 증가로 인해 인플레이터 용기가 파손될 수 있으며, 이런 경우 승객이 상해를 입을 수 있는 가능성에 따른 리콜
<대상차량별 생산일자>
아반떼 (HD): 2008.10.31~2009.07.30
i30 (FD): 2008.10.02~2009.02.13",인플레이터 교환,현대자동차 대표번호 080-600-6000
244,41,비엠더블유,R 1300 GS 등 4차종 - 우측 다기능 스위치 관련 리콜,5714,O,비엠더블유코리아(주),"R 1300 GS, R 1300 GS Adventure, R 12 NINET, R 12","R 1300 GS, R 1300 GS Adventure, R 12 NINET, R 12",2023-05-15 ~ 2024-08-30,2025-06-09 ~,593 대,승차 및 실내장치 기타,"제조상의 오류로 다기능 스위치에 습기가 침투하여 부식 및 기능 고장이 발생할 수 있으며, 이런 경우 다기능 스위치 조작이 불가능할 수 있고 극히 드문 경우 시동을 걸 수 없거나 시동이 꺼질 가능성을 배제할 수 없음이 확인됨에 따른 리콜
<대상차량별 생산일자>
R 1300 GS: 2023.05.15~2024.08.30
R 1300 GS Adventure: 2024.06.17~2024.07.17
R 12 NINET: 2023.09.22~2024.07.04
R 12: 2023.11.10~2024.08.30",개선된 다기능 스위치로 교체,비엠더블유 모토라드 대표번호 080-269-5005
245,42,벤츠,AMG G 63 등 3차종 - ESP 컨트롤 유닛 관련 리콜,5717,O,메르세데스벤츠코리아(주),"AMG G 63, G 450 d, G 580","AMG G 63, G 450 d, G 580",2024-01-10 ~ 2025-01-20,2025-06-05 ~,"1,531 대",제동장치 기타,"공급 업체 개발 공정 오류로 인해 ESP 컨트롤 유닛 소프트웨어에 잘못된 경고 메시지가 입력되었을 수 있으며, 이로 인해 ESP 컨트롤 유닛의 장애가 발생할 경우 특정 기능(예: ESP, ABS 등)이 비활성될 수 있고, 이로 인해 표시되는 경고가 지정된대로 표시되지 않을 수 있는 가능성에 따른 리콜 (이는 자동차 및 자동차부품의 성능과 기준에 관한 규칙 제13조(조종장치 등), 제15조의2(자동차안정성제어장치) 및 제90조의2(자동차안정성제어장치)를 만족시키지 못할 수 있음)
<대상차량별 생산일자>
AMG G 63: 2024.03.22~2025.01.20
G 450 d: 2024.01.10~2024.12.13
G 580: 2024.01.19~2024.09.21",개선된 ESP 컨트롤 유닛 소프트웨어로 업데이트,벤츠코리아 대표번호 080-001-1886
